Id,field,age,type,year,month,production,BDRICM_BDRICM_M,BDRLOG_BDRLOG_M,BDTICM_BDTICM_M,BLDFIE_sl1,BLDFIE_sl2,BLDFIE_sl3,BLDFIE_sl4,BLDFIE_sl5,BLDFIE_sl6,BLDFIE_sl7,CECSOL_sl1,CECSOL_sl2,CECSOL_sl3,CECSOL_sl4,CECSOL_sl5,CECSOL_sl6,CECSOL_sl7,CLYPPT_sl1,CLYPPT_sl2,CLYPPT_sl3,CLYPPT_sl4,CLYPPT_sl5,CLYPPT_sl6,CLYPPT_sl7,CRFVOL_sl1,CRFVOL_sl2,CRFVOL_sl3,CRFVOL_sl4,CRFVOL_sl5,CRFVOL_sl6,CRFVOL_sl7,OCSTHA_sd1,OCSTHA_sd2,OCSTHA_sd3,OCSTHA_sd4,OCSTHA_sd5,OCSTHA_sd6,ORCDRC_sl1,ORCDRC_sl2,ORCDRC_sl3,ORCDRC_sl4,ORCDRC_sl5,ORCDRC_sl6,ORCDRC_sl7,PHIHOX_sl1,PHIHOX_sl2,PHIHOX_sl3,PHIHOX_sl4,PHIHOX_sl5,PHIHOX_sl6,PHIHOX_sl7,PHIKCL_sl1,PHIKCL_sl2,PHIKCL_sl3,PHIKCL_sl4,PHIKCL_sl5,PHIKCL_sl6,PHIKCL_sl7,SLTPPT_sl1,SLTPPT_sl2,SLTPPT_sl3,SLTPPT_sl4,SLTPPT_sl5,SLTPPT_sl6,SLTPPT_sl7,SNDPPT_sl1,SNDPPT_sl2,SNDPPT_sl3,SNDPPT_sl4,SNDPPT_sl5,SNDPPT_sl6,SNDPPT_sl7,temperature,dewpoint,windspeed,Soilwater_L1,Soilwater_L2,Soilwater_L3,Soilwater_L4,Precipitation,temperature_b1,temperature_b2,temperature_b3,temperature_b4,temperature_b5,temperature_b6,temperature_b7,temperature_b8,temperature_b9,temperature_b10,temperature_b11,temperature_b12,dewpoint_b1,dewpoint_b2,dewpoint_b3,dewpoint_b4,dewpoint_b5,dewpoint_b6,dewpoint_b7,dewpoint_b8,dewpoint_b9,dewpoint_b10,dewpoint_b11,dewpoint_b12,windspeed_b1,windspeed_b2,windspeed_b3,windspeed_b4,windspeed_b5,windspeed_b6,windspeed_b7,windspeed_b8,windspeed_b9,windspeed_b10,windspeed_b11,windspeed_b12,Soilwater_L1_b1,Soilwater_L1_b2,Soilwater_L1_b3,Soilwater_L1_b4,Soilwater_L1_b5,Soilwater_L1_b6,Soilwater_L1_b7,Soilwater_L1_b8,Soilwater_L1_b9,Soilwater_L1_b10,Soilwater_L1_b11,Soilwater_L1_b12,Precipitation_b1,Precipitation_b2,Precipitation_b3,Precipitation_b4,Precipitation_b5,Precipitation_b6,Precipitation_b7,Precipitation_b8,Precipitation_b9,Precipitation_b10,Precipitation_b11,Precipitation_b12
864,11,16,5,2004,5,0.2128469468675654,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.566,24.94,1.8569,0.36002,0.36022,0.36085,0.36468,192.38,26.328,25.61,25.295,26.132,26.795,27.387,27.488,27.257,27.178,26.811,26.453,26.598,24.753,24.651,24.401,24.661,24.212,23.698,23.432,23.595,23.695,23.612,24.298,24.746,1.9063,1.9948,1.9206,1.8766,2.051,2.0756,2.1824,2.0565,1.894,1.7771,1.6886,1.6978,0.35677,0.36399,0.36361,0.35274,0.31383,0.29869,0.29202,0.30036,0.2987,0.31583,0.33592,0.34484,337.23,455.71,480.94,355.41,178.42,72.518,152.6,112.21,120.82,115.56,162.46,211.04
865,11,16,5,2004,6,0.2344171292624901,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.077,24.373,1.8734,0.35241,0.35267,0.35274,0.35567,107.45,26.566,26.328,25.61,25.295,26.132,26.795,27.387,27.488,27.257,27.178,26.811,26.453,24.94,24.753,24.651,24.401,24.661,24.212,23.698,23.432,23.595,23.695,23.612,24.298,1.8569,1.9063,1.9948,1.9206,1.8766,2.051,2.0756,2.1824,2.0565,1.894,1.7771,1.6886,0.36002,0.35677,0.36399,0.36361,0.35274,0.31383,0.29869,0.29202,0.30036,0.2987,0.31583,0.33592,192.38,337.23,455.71,480.94,355.41,178.42,72.518,152.6,112.21,120.82,115.56,162.46
866,11,16,5,2004,7,0.2361617763679619,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.182,23.648,1.8517,0.34244,0.34307,0.34552,0.35143,176.07,26.077,26.566,26.328,25.61,25.295,26.132,26.795,27.387,27.488,27.257,27.178,26.811,24.373,24.94,24.753,24.651,24.401,24.661,24.212,23.698,23.432,23.595,23.695,23.612,1.8734,1.8569,1.9063,1.9948,1.9206,1.8766,2.051,2.0756,2.1824,2.0565,1.894,1.7771,0.35241,0.36002,0.35677,0.36399,0.36361,0.35274,0.31383,0.29869,0.29202,0.30036,0.2987,0.31583,107.45,192.38,337.23,455.71,480.94,355.41,178.42,72.518,152.6,112.21,120.82,115.56
867,11,16,5,2004,8,0.3866772402854877,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.597,23.918,1.9428,0.32118,0.32079,0.32168,0.33193,172.48,26.182,26.077,26.566,26.328,25.61,25.295,26.132,26.795,27.387,27.488,27.257,27.178,23.648,24.373,24.94,24.753,24.651,24.401,24.661,24.212,23.698,23.432,23.595,23.695,1.8517,1.8734,1.8569,1.9063,1.9948,1.9206,1.8766,2.051,2.0756,2.1824,2.0565,1.894,0.34244,0.35241,0.36002,0.35677,0.36399,0.36361,0.35274,0.31383,0.29869,0.29202,0.30036,0.2987,176.07,107.45,192.38,337.23,455.71,480.94,355.41,178.42,72.518,152.6,112.21,120.82
868,11,16,5,2004,9,0.2532910388580492,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,27.036,24.233,2.0291,0.32212,0.32032,0.31891,0.32213,141.0,26.597,26.182,26.077,26.566,26.328,25.61,25.295,26.132,26.795,27.387,27.488,27.257,23.918,23.648,24.373,24.94,24.753,24.651,24.401,24.661,24.212,23.698,23.432,23.595,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,1.9206,1.8766,2.051,2.0756,2.1824,2.0565,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,0.36361,0.35274,0.31383,0.29869,0.29202,0.30036,172.48,176.07,107.45,192.38,337.23,455.71,480.94,355.41,178.42,72.518,152.6,112.21
869,11,16,5,2004,10,0.364710547184774,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,27.602,23.498,2.3076,0.29262,0.29302,0.29996,0.31129,224.55,27.036,26.597,26.182,26.077,26.566,26.328,25.61,25.295,26.132,26.795,27.387,27.488,24.233,23.918,23.648,24.373,24.94,24.753,24.651,24.401,24.661,24.212,23.698,23.432,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,1.9206,1.8766,2.051,2.0756,2.1824,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,0.36361,0.35274,0.31383,0.29869,0.29202,141.0,172.48,176.07,107.45,192.38,337.23,455.71,480.94,355.41,178.42,72.518,152.6
870,11,16,5,2004,11,0.4188739095955591,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,27.544,23.601,2.3453,0.28886,0.28758,0.28812,0.29783,11.102,27.602,27.036,26.597,26.182,26.077,26.566,26.328,25.61,25.295,26.132,26.795,27.387,23.498,24.233,23.918,23.648,24.373,24.94,24.753,24.651,24.401,24.661,24.212,23.698,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,1.9206,1.8766,2.051,2.0756,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,0.36361,0.35274,0.31383,0.29869,224.55,141.0,172.48,176.07,107.45,192.38,337.23,455.71,480.94,355.41,178.42,72.518
871,11,16,5,2004,12,0.0988897700237906,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,27.309,23.807,2.0102,0.2927,0.29019,0.28844,0.2912,123.89,27.544,27.602,27.036,26.597,26.182,26.077,26.566,26.328,25.61,25.295,26.132,26.795,23.601,23.498,24.233,23.918,23.648,24.373,24.94,24.753,24.651,24.401,24.661,24.212,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,1.9206,1.8766,2.051,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,0.36361,0.35274,0.31383,11.102,224.55,141.0,172.48,176.07,107.45,192.38,337.23,455.71,480.94,355.41,178.42
872,11,17,5,2005,1,0.2444091990483743,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,27.286,24.269,2.0396,0.30134,0.29818,0.29215,0.28793,202.51,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,26.328,25.61,25.295,26.132,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,24.753,24.651,24.401,24.661,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,1.9206,1.8766,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,0.36361,0.35274,123.89,11.102,224.55,141.0,172.48,176.07,107.45,192.38,337.23,455.71,480.94,355.41
873,11,17,5,2005,2,0.1419508326724821,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.578,24.765,2.0914,0.33256,0.32987,0.3218,0.30038,411.42,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,26.328,25.61,25.295,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,24.753,24.651,24.401,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,1.9206,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,0.36361,202.51,123.89,11.102,224.55,141.0,172.48,176.07,107.45,192.38,337.23,455.71,480.94
874,11,17,5,2005,3,0.1118160190325138,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,379.05,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,26.328,25.61,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,24.753,24.651,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,411.42,202.51,123.89,11.102,224.55,141.0,172.48,176.07,107.45,192.38,337.23,455.71
875,11,17,5,2005,4,0.1538461538461538,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.643,24.8,1.8473,0.3463,0.34616,0.3469,0.348,410.87,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,26.328,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,24.753,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,379.05,411.42,202.51,123.89,11.102,224.55,141.0,172.48,176.07,107.45,192.38,337.23
876,11,17,5,2005,5,0.2646312450436162,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.397,24.952,1.7458,0.35231,0.35219,0.35128,0.35101,322.65,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,410.87,379.05,411.42,202.51,123.89,11.102,224.55,141.0,172.48,176.07,107.45,192.38
877,11,17,5,2005,6,0.2866772402854877,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.848,24.529,1.8646,0.34158,0.342,0.34394,0.35258,106.87,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,322.65,410.87,379.05,411.42,202.51,123.89,11.102,224.55,141.0,172.48,176.07,107.45
878,11,17,5,2005,7,0.2913560666137986,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,27.091,23.823,1.6948,0.32078,0.32119,0.32503,0.33576,78.972,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,106.87,322.65,410.87,379.05,411.42,202.51,123.89,11.102,224.55,141.0,172.48,176.07
879,11,17,5,2005,8,0.1278350515463917,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,27.941,23.314,2.0252,0.28272,0.28272,0.28944,0.30965,96.964,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,78.972,106.87,322.65,410.87,379.05,411.42,202.51,123.89,11.102,224.55,141.0,172.48
880,11,17,5,2005,9,0.3895321173671689,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,28.79,22.541,2.4467,0.2437,0.24671,0.26585,0.28966,47.915,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,96.964,78.972,106.87,322.65,410.87,379.05,411.42,202.51,123.89,11.102,224.55,141.0
881,11,17,5,2005,10,0.2929421094369548,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,28.3,23.321,2.4174,0.26832,0.26336,0.25997,0.27443,122.69,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,47.915,96.964,78.972,106.87,322.65,410.87,379.05,411.42,202.51,123.89,11.102,224.55
882,11,17,5,2005,11,0.2110229976209358,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,28.476,23.576,2.3375,0.26755,0.26388,0.26373,0.26716,60.098,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,122.69,47.915,96.964,78.972,106.87,322.65,410.87,379.05,411.42,202.51,123.89,11.102
883,11,17,5,2005,12,0.1984932593180016,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.85,24.272,1.6893,0.31668,0.31148,0.29839,0.27658,307.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,60.098,122.69,47.915,96.964,78.972,106.87,322.65,410.87,379.05,411.42,202.51,123.89
884,11,18,5,2006,1,0.1015860428231562,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.595,24.74,1.9897,0.34587,0.34462,0.33994,0.32083,329.42,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,307.85,60.098,122.69,47.915,96.964,78.972,106.87,322.65,410.87,379.05,411.42,202.51
885,11,18,5,2006,2,0.1055511498810468,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.204,24.626,2.1281,0.35104,0.35031,0.34861,0.34523,305.74,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,329.42,307.85,60.098,122.69,47.915,96.964,78.972,106.87,322.65,410.87,379.05,411.42
886,11,18,5,2006,3,0.0878667724028549,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.019,24.734,2.176,0.361,0.36088,0.36103,0.35914,447.0,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,305.74,329.42,307.85,60.098,122.69,47.915,96.964,78.972,106.87,322.65,410.87,379.05
887,11,18,5,2006,4,0.0983937351308485,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,25.978,24.882,1.5105,0.36575,0.36582,0.36628,0.36728,497.64,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,447.0,305.74,329.42,307.85,60.098,122.69,47.915,96.964,78.972,106.87,322.65,410.87
888,11,18,5,2006,5,0.0469468675654242,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.171,24.843,1.6832,0.36109,0.36121,0.36155,0.36493,334.91,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,497.64,447.0,305.74,329.42,307.85,60.098,122.69,47.915,96.964,78.972,106.87,322.65
889,11,18,5,2006,6,0.1017446471054718,200,11,6172,1334,1301,1357,1405,1472,1494,1506,15,15,11,9,9,8,8,29,29,30,36,38,38,39,2,2,2,2,2,2,5,17,32,40,60,65,155,34,32,29,24,18,17,17,45,45,44,46,46,47,48,46,41,42,42,41,42,42,25,25,24,23,23,22,22,45,46,45,41,40,39,39,26.598,24.204,1.6346,0.34246,0.34285,0.34494,0.35502,96.684,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,334.91,497.64,447.0,305.74,329.42,307.85,60.098,122.69,47.915,96.964,78.972,106.87
